*Action(SiteID=Italy|Country=IT|Currency=EUR|Version=745|CC=UTF-8);ItemID;*Quantity
Revise;111279144108;15
Revise;161027257930;32
Revise;111073878060;11
Revise;111100044021;16
Revise;161027258364;20
Revise;111116481505;1
Revise;111073070809;40
Revise;161319761210;3
Revise;111073070383;3
Revise;161199398452;4
Revise;161430913499;77
Revise;111257838362;295
